id,type,subtype,name,bill_number,congress,title,long_title,congress_website_title,congress_website_abstract,date_filed,scope,subjects,authors_raw,senate_website_permalink,download_url_sources,authors
01K6D88S3117CZT2KXE9PBJD85,bill,HB,HBN-06082,6082,13,,,"AN ACT ESTABLISHING A NATIONAL HIGH SCHOOL IN BARANGAY DINAPA, MUNICIPALITY OF CASTILLA, PROVINCE OF SORSOGON TO BE KNOWN AS THE DINAPA NATIONAL HIGH SCHOOL AND APPROPRIATING FUNDS THEREFOR",,2007-02-01,National,[],,,[],"[{'aliases': ['Chiz'], 'name_suffix': None, 'last_name': 'Escudero', 'id': '01K5S6MAZ4YBST5GDJV827A0HY', 'middle_name': 'Guevara', 'first_name': 'Francis'}]"
01K6D88S32BW9YQM1MW23ZYEND,bill,HB,HBN-06083,6083,13,,,"AN ACT CONVERTING THE SIBALOM COMMUNITY HIGH SCHOOL IN BARANGAY POBLACION, MUNICIPALITY OF SIBALOM, PROVINCE OF ANTIQUE, INTO A NATIONAL HIGH SCHOOL TO BE KNOWN AS THE SIBALOM NATIONAL HIGH SCHOOL AND APPROPRIATING FUNDS THEREFOR",,2007-02-01,National,[],,,[],"[{'aliases': ['Ex'], 'name_suffix': None, 'last_name': 'Javier', 'id': '01K5ST488SZAVXNQABGGZ90CYD', 'middle_name': 'B', 'first_name': 'Exequiel'}]"
01K6D88S32BW9YQM1MW23ZYENE,bill,HB,HBN-06084,6084,13,,,"AN ACT CONVERTING THE UBAY SCIENCE HIGH SCHOOL IN THE MUNICIPALITY OF UBAY, PROVINCE OF BOHOL INTO A NATIONAL SCIENCE HIGH SCHOOL TO BE KNOWN AS THE UBAY NATIONAL SCIENCE HIGH SCHOOL AND APPROPRIATING FUNDS THEREFOR",,2007-02-01,National,[],,,[],"[{'aliases': ['Ondoy'], 'name_suffix': None, 'last_name': 'Cajes', 'id': '01K5ST42XN1BDJPRWV7HACWY76', 'middle_name': 'C', 'first_name': 'Roberto'}]"
01K6D88S25F18SXC3BWF874PDT,bill,HB,HBN-06015,6015,13,,,"AN ACT CONVERTING THE HILONGOS NATIONAL VOCATIONAL SCHOOL IN THE MUNICIPALITY OF HILONGOS, PROVINCE OF LEYTE, INTO A STATE COLLEGE TO BE KNOWN AS THE SOUTHWESTERN LEYTE STATE POLYTECHNIC COLLEGE, AND APPROPRIATING FUNDS THEREFOR",,2006-12-06,National,[],,,[],"[{'aliases': ['Men'], 'name_suffix': None, 'last_name': 'Cari', 'id': '01K5ST434VERZ09T5FZBEH4C8V', 'middle_name': 'L', 'first_name': 'Carmen'}]"
01K6D88S25F18SXC3BWF874PDV,bill,HB,HBN-06016,6016,13,,,"AN ACT ESTABLISHING A STATE COLLEGE IN THE CITY OF GINGOOG, PROVINCE OF MISAMIS ORIENTAL TO BE KNOWN AS THE EASTERN MISAMIS ORIENTAL STATE COLLEGE AND APPROPRIATING FUNDS THEREFOR",,2006-12-06,National,[],,,[],"[{'aliases': ['Danny'], 'name_suffix': None, 'last_name': 'Lagbas', 'id': '01K5ST48HGF1W50NF81AX94RC7', 'middle_name': 'P', 'first_name': 'Danilo'}]"
01K6D88S25F18SXC3BWF874PDW,bill,HB,HBN-06017,6017,13,,,AN ACT PROVIDING THE FRAMEWORK IN THE MANAGEMENT AND UTILIZATION OF THE ENVIRONMENT AND NATURAL RESOURCES FOR SUSTAINABLE DEVELOPMENT,"\""The Philippine Environmental Policy Act\"". The bill seeks to institutionalize a policy that would integrate and harmonize sectoral environmental laws and issuances.",2006-12-06,National,[],,,['https://docs.congress.hrep.online/legisdocs/basic_13/HB06017.pdf'],"[{'aliases': ['Miles'], 'name_suffix': None, 'last_name': 'Roces', 'id': '01K5ST4CEJ404HNNWNA0WKYA0C', 'middle_name': 'M', 'first_name': 'Miles'}]"
01K6D88S25F18SXC3BWF874PDX,bill,HB,HBN-06018,6018,13,,,AN ACT PROVIDING THE FRAMEWORK IN THE MANAGEMENT AND UTILIZATION OF THE ENVIRONMENT AND NATURAL RESOURCES FOR SUSTAINABLE DEVELOPMENT,"\""The Philippine Environmental Policy Act\"". The bill seeks to institutionalize a policy that would integrate and harmonize sectoral environmental laws and issuances.",2006-12-06,National,[],,,['https://docs.congress.hrep.online/legisdocs/basic_13/HB06018.pdf'],"[{'aliases': ['Boy'], 'name_suffix': None, 'last_name': 'Banaag', 'id': '01K5ST41H2GH9AMQXJ33Q4VHFW', 'middle_name': 'B', 'first_name': 'Leovigildo'}]"
01K6D88S25F18SXC3BWF874PDY,bill,HB,HBN-06019,6019,13,,,"AN ACT DECLARING A PARCEL OF LAND OF THE PUBLIC DOMAIN LOCATED IN THE ISLAND OF PAMILACAN, MUNICIPALITY OF BACLAYON, PROVINCE OF BOHOL AS AGRICULTURAL LAND OPEN TO DISPOSITION FOR AGRICULTURAL, RESIDENTIAL, COMMERCIAL, INDUSTRIAL, OR OTHER PRODUCTIVE PURPOSES",,2006-12-06,National,[],,,['https://docs.congress.hrep.online/legisdocs/basic_13/HB06019.pdf'],"[{'aliases': None, 'name_suffix': None, 'last_name': 'Chatto', 'id': '01K5ST43NGA4385C9ZQVBR446Y', 'middle_name': 'M', 'first_name': 'Edgar'}]"
01K6D88S1WGXT0E4Z50035SNHY,bill,HB,HBN-06000,6000,13,,,"AN ACT ESTABLISHING AQUATIC RESEARCH AND EXPERIMENTAL BREEDING STATIONS IN THE CITY OF TACLOBAN AND MUNICIPALITIES OF BABATNGON, PALO, TANAUAN AND TOLOSA IN THE PROVINCE OF LEYTE FOR THE CULTURE, BREEDING, AND PROPAGATION OF HIGH VALUE FISHES AND APPROPRIATING FUNDS THEREFOR",,2006-12-05,National,[],,,['https://docs.congress.hrep.online/legisdocs/basic_13/HB06000.pdf'],"[{'aliases': ['Matin'], 'name_suffix': None, 'last_name': 'Petilla', 'id': '01K5ST4BDZKM0AW31CDGVMACPA', 'middle_name': 'L', 'first_name': 'Remedios'}]"
01K67YKRDZDJRS6070PHZ3W1D1,bill,HB,HBN-06001,6001,13,LAMITAN CITY CHARTER (BASILAN),AN ACT CONVERTING THE MUNICIPALITY OF LAMITAN IN THE PROVINCE OF BASILAN INTO A COMPONENT CITY TO BE KNOWN AS THE CITY OF LAMITAN,AN ACT CONVERTING THE MUNICIPALITY OF LAMITAN IN THE PROVINCE OF BASILAN INTO A COMPONENT CITY TO BE KNOWN AS THE CITY OF LAMITAN,,2006-12-05,Local,"['Municipality, Conversion (Basilan)', 'Lamitan City Charter (Basilan)']",,https://web.senate.gov.ph/lis/bill_res.aspx?congress=13&q=HBN-6001,[],"[{'aliases': ['Gerry'], 'name_suffix': None, 'last_name': 'Salapuddin', 'id': '01K5ST4DFCF77CFBEY390K89ES', 'middle_name': 'A', 'first_name': 'Abdulghani'}]"
01K67YKRE0NF5GQPSBSHH7BAPN,bill,HB,HBN-06002,6002,13,CARCAR CITY CHARTER,AN ACT CONVERTING THE MUNICIPALITY OF CARCAR IN THE PROVINCE OF CEBU INTO A COMPONENT CITY TO BE KNOWN AS THE CITY OF CARCAR,AN ACT CONVERTING THE MUNICIPALITY OF CARCAR IN THE PROVINCE OF CEBU INTO A COMPONENT CITY TO BE KNOWN AS THE CITY OF CARCAR,,2006-12-05,Local,"['Municipality, Conversion (CEBU)', 'Carcar City Charter (CEBU)']",,https://web.senate.gov.ph/lis/bill_res.aspx?congress=13&q=HBN-6002,[],"[{'aliases': ['Eddie'], 'name_suffix': None, 'last_name': 'Gullas', 'id': '01K5ST47P7ZG4REW7C9ZABFXJ8', 'middle_name': 'R', 'first_name': 'Eduardo'}]"
01K67YKRE1N7ZAHZX3YWFWX48F,bill,HB,HBN-06003,6003,13,EL SALVADOR CITY CHARTER,AN ACT CONVERTING THE MUNICIPALITY OF EL SALVADOR IN THE PROVINCE OF MISAMIS ORIENTAL INTO A COMPONENT CITY TO BE KNOWN AS THE CITY OF EL SALVADOR,AN ACT CONVERTING THE MUNICIPALITY OF EL SALVADOR IN THE PROVINCE OF MISAMIS ORIENTAL INTO A COMPONENT CITY TO BE KNOWN AS THE CITY OF EL SALVADOR,,2006-12-05,Local,"['Municipality, Conversion (Misamis Oriental)', 'El Salvador City Charter (Misamis Oriental)']",,https://web.senate.gov.ph/lis/bill_res.aspx?congress=13&q=HBN-6003,[],"[{'aliases': ['Jun'], 'name_suffix': None, 'last_name': 'Baculio', 'id': '01K5ST41BJJZ1FW8TGFTNGGE8N', 'middle_name': 'H', 'first_name': 'Augusto'}]"
01K67YKRE33769XKDGAR4F5HVW,bill,HB,HBN-06004,6004,13,BATAC CITY CHARTER (ILOCOS NORTE),AN ACT CONVERTING THE MUNICIPALITY OF BATAC IN THE PROVINCE OF ILOCOS NORTE INTO A COMPONENT CITY TO BE KNOWN AS THE CITY OF BATAC,AN ACT CONVERTING THE MUNICIPALITY OF BATAC IN THE PROVINCE OF ILOCOS NORTE INTO A COMPONENT CITY TO BE KNOWN AS THE CITY OF BATAC,,2006-12-05,Local,"['Municipality, Conversion (Ilocos Norte)', 'Batac City Charter (Ilocos Norte)']",,https://web.senate.gov.ph/lis/bill_res.aspx?congress=13&q=HBN-6004,[],"[{'aliases': None, 'name_suffix': None, 'last_name': 'Marcos', 'id': '01K5S6MAZ4YBST5GDJV827A0JG', 'middle_name': 'Romualdez', 'first_name': 'Imee'}]"
01K67YKRE4E9VX9WR5P91BSG64,bill,HB,HBN-06005,6005,13,TABUK CITY CHARTER (KALINGA),AN ACT CONVERTING THE MUNICIPALITY OF TABUK INTO A COMPONENT CITY OF THE PROVINCE OF KALINGA TO BE KNOWN AS THE CITY OF TABUK,AN ACT CONVERTING THE MUNICIPALITY OF TABUK INTO A COMPONENT CITY OF THE PROVINCE OF KALINGA TO BE KNOWN AS THE CITY OF TABUK,,2006-12-05,Local,"['Municipality, Conversion (Kalinga)', 'Tabuk City Charter (Kalinga)']",,https://web.senate.gov.ph/lis/bill_res.aspx?congress=13&q=HBN-6005,[],"[{'aliases': ['Larry'], 'name_suffix': None, 'last_name': 'Wacnang', 'id': '01K5ST4GVMQ9W0EQ803ZP2YGPX', 'middle_name': 'B', 'first_name': 'Laurence'}]"
01K6D88S246HHHYYCC2KMCXYMK,bill,HB,HBN-06006,6006,13,,,"AN ACT DECLARING A PARCEL OF THE PUBLIC DOMAIN LOCATED IN THE MUNICIPALITY OF SANTA FE, PROVINCE OF ROMBLON, AN AGRICULTURAL LAND OPEN TO DISPOSITION FOR RESIDENTIAL, COMMERCIAL, INDUSTRIAL OR OTHER PRODUCTIVE PURPOSES",,2006-12-05,National,[],,,[],"[{'aliases': ['Ed'], 'name_suffix': None, 'last_name': 'Firmalo', 'id': '01K5ST46D3FAQG5VNMX1FQS5DH', 'middle_name': 'C', 'first_name': 'Eduardo'}]"
01K6D88S246HHHYYCC2KMCXYMM,bill,HB,HBN-06007,6007,13,,,AN ACT FIXING THE SPECIFIC LIMITS OF FORESTLANDS IN THE PROVINCE OF AGUSAN DEL NORTE AND BUTUAN CITY,,2006-12-05,National,[],,,[],"[{'aliases': ['Boy'], 'name_suffix': None, 'last_name': 'Banaag', 'id': '01K5ST41H2GH9AMQXJ33Q4VHFW', 'middle_name': 'B', 'first_name': 'Leovigildo'}]"
01K6D88S246HHHYYCC2KMCXYMN,bill,HB,HBN-06008,6008,13,,,"AN ACT DECLARING THE MUNICIPALITY OF DONSOL, PROVINCE OF SORSOGON AS THE WHALE SHARK CAPITAL OF THE PHILIPPINES AND FOR OTHER PURPOSES",,2006-12-05,National,[],,,[],"[{'aliases': ['Chiz'], 'name_suffix': None, 'last_name': 'Escudero', 'id': '01K5S6MAZ4YBST5GDJV827A0HY', 'middle_name': 'Guevara', 'first_name': 'Francis'}]"
01K6D88S246HHHYYCC2KMCXYMP,bill,HB,HBN-06009,6009,13,,,"AN ACT TO AMEND SECTION 2, PAR. 1, SECTION 3, PARS. 2 AND 3, SECTION 5, AND SECTION 6 OF REPUBLIC ACT NO. 9227 OTHERWISE KNOWN AS \""AN ACT GRANTING ADDITIONAL COMPENSATION IN THE FORM OF SPECIAL ALLOWANCES FOR JUSTICES, JUDGES AND ALL OTHER POSITIONS IN THE JUDICIARY WITH THE EQUIVALENT RANK OF JUSTICES OF THE COURT OF APPEALS AND JUDGES OF THE REGIONAL TRIAL COURT, AND FOR OTHER PURPOSES","\""Additional Compensation Act for Lower Courts of 2006\"". The bill seeks to grant to judges of the Metropolitan Trial Court, Municipal Trial Court in cities, Municipal Trial Court, Municipal Circuit Court and Sharia Court the special allowances given to justices, judges and all other positions in the Judiciary with the equivalent rank of Justices of the Court of Appeals and judges of Regional Trial Courts.",2006-12-05,National,[],,,['https://docs.congress.hrep.online/legisdocs/basic_13/HB06009.pdf'],"[{'aliases': None, 'name_suffix': None, 'last_name': 'Domogan', 'id': '01K5ST459G32TQW2MREPRQDXM1', 'middle_name': 'G', 'first_name': 'Mauricio'}]"
01K6D88S246HHHYYCC2KMCXYMQ,bill,HB,HBN-06010,6010,13,,,"AN ACT DECLARING A PORTION OF THE SAN ISIDRO COASTAL WATERS AS A PROTECTED AREA AND ITS PERIPHERAL AREAS AS BUFFER ZONE, TO BE KNOWN AS THE SAN ISIDRO PROTECTED SEASCAPE AND FOR OTHER PURPOSES",,2006-12-05,National,[],,,[],"[{'aliases': None, 'name_suffix': None, 'last_name': 'Almario', 'id': '01K5ST40CYK9TRHKYXZC9P5WVH', 'middle_name': 'Z', 'first_name': 'Joel Mayo'}]"
01K6D88S25F18SXC3BWF874PDP,bill,HB,HBN-06011,6011,13,,,"AN ACT GRANTING THE NATIONAL TRANSMISSION CORPORATION A FRANCHISE TO CONSTRUCT, INSTALL, OPERATE AND MAINTAIN AN ELECTRIC POWER TRANSMISSION SYSTEM AND THE GRID THROUGHOUT THE PHILIPPINES",,2006-12-05,National,[],,,['https://docs.congress.hrep.online/legisdocs/basic_13/HB06011.pdf'],"[{'aliases': ['Tikbong'], 'name_suffix': None, 'last_name': 'Badelles', 'id': '01K5ST41BV97SXM9WH3TP8KSK9', 'middle_name': 'V', 'first_name': 'Alipio Cirilo'}]"
01K6D88S1V8CGQA6HVJVNARPCQ,bill,HB,HBN-05995,5995,13,,,"AN ACT APPROPRIATING THE SUM OF TWO BILLION PESOS (P2,000,000,000.00) TO AID THE VICTIM OF TYPHOON REMING AND FOR THE RECONSTRUCTION AND REHABILITATION OF THE DAMAGED AREAS AFFECTED NOT ONLY IN THE BICOL REGION BUT ALL AFFECTED AREAS AS WELL, AND FOR OTHER PURPOSES",,2006-12-04,National,[],,,['https://docs.congress.hrep.online/legisdocs/basic_13/HB05995.pdf'],"[{'aliases': ['Chiz'], 'name_suffix': None, 'last_name': 'Escudero', 'id': '01K5S6MAZ4YBST5GDJV827A0HY', 'middle_name': 'Guevara', 'first_name': 'Francis'}]"
01K67YKRDSYR8ZYW6ZXJH2BW2Q,bill,HB,HBN-05996,5996,13,ORMOC CITY STATE COLLEGE,"AN ACT CONVERTING THE ORMOC CITY SCHOOL OF ARTS AND TRADES IN THE CITY OF ORMOC, PROVINCE OF LEYTE INTO A STATE COLLEGE TO BE KNOWN AS THE ORMOC CITY STATE COLLEGE AND APPROPRIATING FUNDS THEREFOR","AN ACT CONVERTING THE ORMOC CITY SCHOOL OF ARTS AND TRADES IN THE CITY OF ORMOC, PROVINCE OF LEYTE INTO A STATE COLLEGE TO BE KNOWN AS THE ORMOC CITY STATE COLLEGE AND APPROPRIATING FUNDS THEREFOR",,2006-12-04,Local,"['State Colleges/Universities (SCUS)', 'Ormoc City State College']",,https://web.senate.gov.ph/lis/bill_res.aspx?congress=13&q=HBN-5996,[],"[{'aliases': ['Dodong'], 'name_suffix': 'Sr', 'last_name': 'Codilla', 'id': '01K5ST43W0XPYP69374C34DH53', 'middle_name': 'M', 'first_name': 'Eufrocino'}]"
01K67YKRDTBY6VNA11NDDJA1YY,bill,HB,HBN-05997,5997,13,BOGO CITY CHARTER (CEBU),"AN ACT CONVERTING THE MUNICIPALITY OF BOGO, CEBU PROVINCE, INTO A COMPONENT CITY TO BE KNOWN AS THE CITY OF BOGO",AN ACT CONVERTING THE MUNICIPALITY OF BOGO IN THE PROVINCE OF CEBU INTO A COMPONENT CITY TO BE KNOWN AS THE CITY OF BOGO,,2006-12-04,Local,"['Municipality, Conversion (CEBU)', 'Bogo City Charter (CEBU)']",,https://web.senate.gov.ph/lis/bill_res.aspx?congress=13&q=HBN-5997,[],"[{'aliases': None, 'name_suffix': None, 'last_name': 'Martinez', 'id': '01K5ST49VGWBD4JJZMCF79F92J', 'middle_name': 'A', 'first_name': 'Clavel'}]"
