id,type,subtype,name,bill_number,congress,title,long_title,congress_website_title,congress_website_abstract,date_filed,scope,subjects,authors_raw,senate_website_permalink,download_url_sources,authors
01K6D88YWESX45NQDD7A3PXG37,bill,HB,HBN-06905,6905,15,,,"AN ACT CREATING A BARANGAY TO BE KNOWN AS BARANGAY AM-AM IN THE MUNICIPALITY OF TADIAN, MOUNTAIN PROVINCE",,2013-02-06,National,[],,,[],"[{'aliases': ['Max'], 'name_suffix': None, 'last_name': 'Dalog', 'id': '01K5ST44HSTJ5CJAC3X4GDW8NR', 'middle_name': 'B', 'first_name': 'Maximo'}]"
01K67YM0JMS70Y97ZS99N8QNT3,bill,HB,HBN-06906,6906,15,"MOTHER AND CHILD HOSPITAL, SAN REMIGIO, CEBU","AN ACT PROVIDING FOR THE ESTABLISHMENT OF A MOTHER AND CHILD HOSPITAL IN THE MUNICIPALITY OF SAN REMIGIO, PROVINCE OF CEBU AND APPROPRIATING FUNDS THEREFOR.","AN ACT PROVIDING FOR THE ESTABLISHMENT OF A MOTHER AND CHILD HOSPITAL IN THE MUNICIPALITY OF SAN REMIGIO, PROVINCE OF CEBU AND APPROPRIATING FUNDS THEREFOR",,2013-02-06,Local,"['Hospitals, Establishment']",,https://web.senate.gov.ph/lis/bill_res.aspx?congress=15&q=HBN-6906,[],"[{'aliases': None, 'name_suffix': None, 'last_name': 'Salimbangon', 'id': '01K5ST4DKQZV4EJZ4NYBVEZ296', 'middle_name': 'L', 'first_name': 'Benhur'}]"
01K6D88YWESX45NQDD7A3PXG38,bill,HB,HBN-06907,6907,15,,,"AN ACT AMENDING CERTAIN SECTIONS OF REPUBLIC ACT NUMBER NINETY HUNDRED AND SIXTY FOUR (RA 9064), OTHERWISE KNOWN AS 'NATIONAL ATHLETES, COACHES AND TRAINERS BENEFITS AND INCENTIVES ACT OF 2001' AND PROVIDING FUNDS THEREFOR",,2013-02-06,National,[],,,['https://docs.congress.hrep.online/legisdocs/basic_15/HB06907.pdf'],"[{'aliases': None, 'name_suffix': None, 'last_name': 'Sambar', 'id': '01K5ST4DSKTFEY65TM980683ED', 'middle_name': 'H', 'first_name': 'Mark Aeron'}]"
01K6D88YWESX45NQDD7A3PXG39,bill,HB,HBN-06908,6908,15,,,AN ACT DELCARING SOGOD - SAN JUAN - ST. BERNARD - HINUNANGAN FOREST IN SOUTHERN LEYTE AS A PROTECTED AREA,,2013-02-06,National,[],,,[],"[{'aliases': ['Oging'], 'name_suffix': None, 'last_name': 'Mercado', 'id': '01K5ST4A4YX4NHXCEHQ5VGRKN0', 'middle_name': 'Gaviola', 'first_name': 'Roger'}]"
01K67YM0JMS70Y97ZS99N8QNT4,bill,HB,HBN-06909,6909,15,REVISED ANTI-CARNAPPING ACT,"AN ACT PROVIDING FOR A REVISED CARNAPPING ACT, REPEALING FOR THE PURPOSE REPUBLIC ACT NO. 6539, OTHERWISE KNOWN AS THE ANTI-CARNAPPING ACT OF 1972.","AN ACT PROVIDING FOR A REVISED CARNAPPING ACT, REPEALING FOR THE PURPOSE REPUBLIC ACT NO. 6539, OTHERWISE KNOWN AS 'THE ANTI-CARNAPPING ACT OF 1972'",,2013-02-06,National,['Carnap'],,https://web.senate.gov.ph/lis/bill_res.aspx?congress=15&q=HBN-6909,"['https://web.senate.gov.ph/lisdata/1574612928!.pdf', 'https://docs.congress.hrep.online/legisdocs/basic_15/HB06909.pdf']","[{'aliases': None, 'name_suffix': None, 'last_name': 'Rodriguez', 'id': '01K5ST4CK028FZWCDJTV5H1R2W', 'middle_name': 'Bautista', 'first_name': 'Rufus'}]"
01K6D88YWESX45NQDD7A3PXG3A,bill,HB,HBN-06910,6910,15,,,"AN ACT SEPARATING SITIOS PALILIHAN, POHAGAN AND POYAWON OF BARANGAY MAHANUB, GIGAQUIT, SURIGAO DEL NORTE AND CONSTITUTING THEM INTO A SEPARATE AND INDEPENDENT BARANGAY TO BE KNOWN AS BARANGAY STO. NIÑO",,2013-02-06,National,[],,,['https://docs.congress.hrep.online/legisdocs/basic_15/HB06910.pdf'],"[{'aliases': ['Jun'], 'name_suffix': 'Jr', 'last_name': 'Romarate', 'id': '01K5ST4CZZT2G3P6WZY7TJ3G4K', 'middle_name': 'A', 'first_name': 'Guillermo'}]"
01K6D88YWESX45NQDD7A3PXG3B,bill,HB,HBN-06911,6911,15,,,"AN ACT CREATING THE DAVAO PORT AUTHORITY, DEFINING ITS POWERS AND FUNCTIONS, PROVIDING APPROPRIATIONS THEREFORE, AND FOR OTHER PURPOSES",,2013-02-06,National,[],,,['https://docs.congress.hrep.online/legisdocs/basic_15/HB06911.pdf'],"[{'aliases': None, 'name_suffix': None, 'last_name': 'Mendoza', 'id': '01K5ST4A0X6GB62G2QZNJYXR84', 'middle_name': 'Cañete', 'first_name': 'Raymond Democrito'}]"
01K6D88YWFC9HM661CRTGW3HWK,bill,HB,HBN-06912,6912,15,,,"AN ACT REORGANIZING THE COOPERATIVE DEVELOPMENT AUTHORITY, REPEALING FOR THE PURPOSE REPUBLIC ACT NO. 6939, CREATING THE COOPERATIVE DEVELOPMENT AUTHORITY",,2013-02-06,National,[],,,['https://docs.congress.hrep.online/legisdocs/basic_15/HB06912.pdf'],"[{'aliases': None, 'name_suffix': None, 'last_name': 'Ping-Ay', 'id': '01K5ST4BHHEYC4ZBXE8JPV8FV4', 'middle_name': 'Ragandap', 'first_name': 'Jose'}]"
01K67YM0JHWXGKDVM8BNMEZV7D,bill,HB,HBN-06893,6893,15,ANIMAL WELFARE ACT,AN ACT STRENGTHENING THE ANIMAL WELFARE ACT OF THE PHILIPPINES.,AN ACT STRENGTHENING THE ANIMAL WELFARE ACT OF THE PHILIPPINES,,2013-02-05,National,['Animal Welfare'],,https://web.senate.gov.ph/lis/bill_res.aspx?congress=15&q=HBN-6893,"['https://web.senate.gov.ph/lisdata/1574512927!.pdf', 'https://docs.congress.hrep.online/legisdocs/basic_15/HB06893.pdf']","[{'aliases': ['BH'], 'name_suffix': None, 'last_name': 'Herrera', 'id': '01K5ST47ZSXBWZT3JF7EHE41CQ', 'middle_name': 'Ramirez', 'first_name': 'Bernadette'}]"
01K6D88YW7XAMJ4RPSP327HCVZ,bill,HB,HBN-06894,6894,15,,,AN ACT DECLARING JANUARY 22 OF EVERY YEAR AS A WORKING HOLIDAY TO BE KNOWN AS 'NATIONAL FARMER'S DAY',,2013-02-05,National,[],,,['https://docs.congress.hrep.online/legisdocs/basic_15/HB06894.pdf'],"[{'aliases': ['Ka Paeng'], 'name_suffix': None, 'last_name': 'Mariano', 'id': '01K5ST49RP9G018PNQA9DG7SPT', 'middle_name': 'Vitriolo', 'first_name': 'Rafael'}]"
01K6D88YWJN0WHMW84643M6V7Y,bill,HB,HBN-10242,10242,15,,,,,2024-04-03,National,[],,,[],[]
01K6D88YWJN0WHMW84643M6V7X,bill,HB,HBN-10241,10241,15,,,"AN ACT ESTABLISHING IN THE MUNICIPALITY OF RAMON MAGSAYSAY, PROVINCE OF ZAMBOANGA DEL SUR, A DISTRICT HOSPITAL TO BE KNOWN AS RAMON MAGSAYSAY DISTRICT HOSPITAL, AND APPROPRIATING FUNDS THEREFOR",,2024-04-02,National,[],,,[],[]
01K6D88YWHNJWKW790HCX9J1GW,bill,HB,HBN-06932,6932,15,,,AN ACT MANDATING THE PLANTING OF TREES ALONG THE SIDES OF PROVINCIAL ROADS,,2013-06-06,National,[],,,[],"[{'aliases': ['Oging'], 'name_suffix': None, 'last_name': 'Mercado', 'id': '01K5ST4A4YX4NHXCEHQ5VGRKN0', 'middle_name': 'Gaviola', 'first_name': 'Roger'}]"
01K6D88YWHNJWKW790HCX9J1GX,bill,HB,HBN-06933,6933,15,,,"AN ACT MANDATING THE CONSTRUCTION OF COMMUNAL IRRIGATION SYSTEM (CIS) IN BARANGAYS BOGO, HANGINAN, LABOON AND PANAN-AWAN IN THE CITY OF MAASIN, PROVINCE OF SOUTHERN LEYTE",,2013-06-06,National,[],,,[],"[{'aliases': ['Oging'], 'name_suffix': None, 'last_name': 'Mercado', 'id': '01K5ST4A4YX4NHXCEHQ5VGRKN0', 'middle_name': 'Gaviola', 'first_name': 'Roger'}]"
01K6D88YWHNJWKW790HCX9J1GY,bill,HB,HBN-06934,6934,15,,,"AN ACT MANDATING THE CONSTRUCTION OF MAASIN AIRPORT IN MAASIN CITY, PROVINCE OF SOUTHERN LEYTE",,2013-06-06,National,[],,,[],"[{'aliases': ['Oging'], 'name_suffix': None, 'last_name': 'Mercado', 'id': '01K5ST4A4YX4NHXCEHQ5VGRKN0', 'middle_name': 'Gaviola', 'first_name': 'Roger'}]"
01K6D88YWHNJWKW790HCX9J1GZ,bill,HB,HBN-06935,6935,15,,,"AN ACT MANDATING THE CONSTRUCTION OF A POST HARVEST FACILITY IN BARANGAY COMBADO, MAASIN CITY, SOUTHERN LEYTE",,2013-06-06,National,[],,,[],"[{'aliases': ['Oging'], 'name_suffix': None, 'last_name': 'Mercado', 'id': '01K5ST4A4YX4NHXCEHQ5VGRKN0', 'middle_name': 'Gaviola', 'first_name': 'Roger'}]"
01K6D88YWHNJWKW790HCX9J1H0,bill,HB,HBN-06936,6936,15,,,"AN ACT MANDATING THE CONSTRUCTION OF A SEAPORT IN BARANGAY GUADALUPE, MAASIN CITY, SOUTHERN LEYTE",,2013-06-06,National,[],,,[],"[{'aliases': ['Oging'], 'name_suffix': None, 'last_name': 'Mercado', 'id': '01K5ST4A4YX4NHXCEHQ5VGRKN0', 'middle_name': 'Gaviola', 'first_name': 'Roger'}]"
01K6D88YWHNJWKW790HCX9J1H1,bill,HB,HBN-06937,6937,15,,,"AN ACT MANDATING THE CONSTRUCTION OF COMMUNAL IRRIGATION SYSTEM (CIS) IN BARANGAYS KATIPUNAN AND MERCEDES, MUNICIPALITY OF SILAGO, PROVINCE OF SOUTHERN LEYTE",,2013-06-06,National,[],,,[],"[{'aliases': ['Oging'], 'name_suffix': None, 'last_name': 'Mercado', 'id': '01K5ST4A4YX4NHXCEHQ5VGRKN0', 'middle_name': 'Gaviola', 'first_name': 'Roger'}]"
01K6D88YWHNJWKW790HCX9J1H2,bill,HB,HBN-06938,6938,15,,,"AN ACT MANDATING THE CONSTRUCTION OF PROVINCIAL HOSPITAL IN BARANGAY DONGON, MAASIN CITY, SOUTHERN LEYTE",,2013-06-06,National,[],,,[],"[{'aliases': ['Oging'], 'name_suffix': None, 'last_name': 'Mercado', 'id': '01K5ST4A4YX4NHXCEHQ5VGRKN0', 'middle_name': 'Gaviola', 'first_name': 'Roger'}]"
01K6D88YWJN0WHMW84643M6V7V,bill,HB,HBN-06939,6939,15,,,"AN ACT ESTABLISHING AN ORGANIC FERTILIZER PROCESSING FACILITY IN BARANGAY RIZAL, CITY OF MAASIN, PROVINCE OF SOUTHERN LEYTE",,2013-06-06,National,[],,,[],"[{'aliases': ['Oging'], 'name_suffix': None, 'last_name': 'Mercado', 'id': '01K5ST4A4YX4NHXCEHQ5VGRKN0', 'middle_name': 'Gaviola', 'first_name': 'Roger'}]"
01K6D88YWJN0WHMW84643M6V7W,bill,HB,HBN-06940,6940,15,,,"AN ACT MANDATING THE CONSTRUCTION OF A SEAPORT IN THE MUNICIPALITY OF LIBAGON, PROVINCE OF SOUTHERN LEYTE",,2013-06-06,National,[],,,[],"[{'aliases': ['Oging'], 'name_suffix': None, 'last_name': 'Mercado', 'id': '01K5ST4A4YX4NHXCEHQ5VGRKN0', 'middle_name': 'Gaviola', 'first_name': 'Roger'}]"
01K6D88YWHNJWKW790HCX9J1GV,bill,HB,HBN-06931,6931,15,,,"AN ACT PROVIDING CHILDREN OF ALL EMPLOYEES IN THE PRIVATE SECTOR ACCESS TO THE WORKPLACE NURSERY, AMENDING FOR THE PURPOSE ARTICLE 130 OF PRESIDENTIAL DECREE NO. 442, AS AMENDED, OTHERWISE KNOWN AS THE \""LABOR CODE OF THE PHILIPPINES\""",,2013-06-05,National,[],,,[],"[{'aliases': None, 'name_suffix': None, 'last_name': 'Bagasina', 'id': '01K5ST41CV52NT29AXJDHX4TGN', 'middle_name': 'C', 'first_name': 'Catalina'}]"
01K6D88YWG68JKGFT2YSGPQXF5,bill,HB,HBN-06929,6929,15,,,"AN ACT ESTABLISHING THE LIBAGON TECHNICAL VOCATIONAL SCHOOL IN BARANGAY POBLACION, LIBAGON, SOUTHERN LEYTE AND APPROPRIATING FUNDS THEREFOR",,2013-06-04,National,[],,,[],"[{'aliases': ['Oging'], 'name_suffix': None, 'last_name': 'Mercado', 'id': '01K5ST4A4YX4NHXCEHQ5VGRKN0', 'middle_name': 'Gaviola', 'first_name': 'Roger'}]"
01K6D88YWHNJWKW790HCX9J1GT,bill,HB,HBN-06930,6930,15,,,"AN ACT GRANTING BROADER PROTECTION FOR CONSUMERS, REPEALING FOR THE PURPOSE REPUBLIC ACT 7394, OTHERWISE KNOWN AS \""THE CONSUMER ACT OF THE PHILIPPINES\""",,2013-06-04,National,[],,,[],"[{'aliases': ['Tom'], 'name_suffix': None, 'last_name': 'Apacible', 'id': '01K5ST40VJRXEDQPF11XHNVKTH', 'middle_name': 'Villadolid', 'first_name': 'Tomas'}]"
01K6D88YWG68JKGFT2YSGPQXF4,bill,HB,HBN-06928,6928,15,,,"AN ACT ESTABLISHING A NATIONAL TECHNICAL AND VOCATIONAL HIGH SCHOOL IN BARANGAY POBLACION, LIBAGON, SOUTHERN LEYTE AND APPROPRIATING FUNDS THEREFOR",,2013-05-20,National,[],,,[],"[{'aliases': ['Oging'], 'name_suffix': None, 'last_name': 'Mercado', 'id': '01K5ST4A4YX4NHXCEHQ5VGRKN0', 'middle_name': 'Gaviola', 'first_name': 'Roger'}]"
01K6D88YWG68JKGFT2YSGPQXF3,bill,HB,HBN-06927,6927,15,,,"AN ACT ESTABLISHING A NATIONAL VOCATIONAL HIGH SCHOOL IN BARANGAY SAUB, SAN RICARDO, SOUTHERN LEYTE AND APPROPRIATING FUNDS THEREFOR",,2013-04-25,National,[],,,[],"[{'aliases': ['Oging'], 'name_suffix': None, 'last_name': 'Mercado', 'id': '01K5ST4A4YX4NHXCEHQ5VGRKN0', 'middle_name': 'Gaviola', 'first_name': 'Roger'}]"
01K6D88YWG68JKGFT2YSGPQXF1,bill,HB,HBN-06925,6925,15,,,"AN ACT PROMOTING EMPLOYMENT OPPORTUNITIES IN REAL ESTATE SERVICE IN THE PHILIPPINES, AMENDING FOR THE PURPOSE SECTIONS 2, 31 AND 32 OF REPUBLIC ACT NUMBER 9646, OTHERWISE KNOWN AS THE 'REAL ESTATE SERVICE ACT OF THE PHILIPPINES'",,2013-04-16,National,[],,,['https://docs.congress.hrep.online/legisdocs/basic_15/HB06925.pdf'],"[{'aliases': ['Boying'], 'name_suffix': None, 'last_name': 'Remulla', 'id': '01K5ST4C1WVCPFC3VDGGWK2WVE', 'middle_name': 'Catibayan', 'first_name': 'Jesus Crispin'}]"
01K6D88YWG68JKGFT2YSGPQXF2,bill,HB,HBN-06926,6926,15,,,"AN ACT FIXING THE PROBATIONARY PERIOD OF EMPLOYMENT OF ACADEMIC PERSONNEL IN PRIVATE SCHOOLS, AMENDING FOR THE PURPOSE PRESIDENTIAL DECREE NO. 442, AS AMENDED, OTHERWISE KNOWN AS THE LABOR CODE OF THE PHILIPPINES",,2013-04-16,National,[],,,['https://docs.congress.hrep.online/legisdocs/basic_15/HB06926.pdf'],"[{'aliases': None, 'name_suffix': None, 'last_name': 'Mendoza', 'id': '01K5ST4A0X6GB62G2QZNJYXR84', 'middle_name': 'Cañete', 'first_name': 'Raymond Democrito'}]"
01K6D88YWG68JKGFT2YSGPQXF0,bill,HB,HBN-06924,6924,15,,,"AN ACT INCREASING THE PENALTIES FOR NON-COMPLIANCE WITH THE PRESCRIBED INCREASES AND ADJUSTMENTS IN THE WAGE RATES OF WORKERS, AMENDING FOR THE PURPOSE REPUBLIC ACT 6727, AS AMENDED BY REPUBLIC ACT 8188, OTHERWISE KNOWN AS THE 'WAGE RATIONALIZATION ACT'",,2013-04-15,National,[],,,['https://docs.congress.hrep.online/legisdocs/basic_15/HB06924.pdf'],"[{'aliases': ['Ru'], 'name_suffix': None, 'last_name': 'Umali', 'id': '01K5ST4FNY4W04WGJ9D1V0GPW5', 'middle_name': 'Villar', 'first_name': 'Reynaldo'}]"
01K6D88YWG68JKGFT2YSGPQXEZ,bill,HB,HBN-06923,6923,15,,,"AN ACT EXPANDING THE BED CAPACITY OF THE LORETO MUNICIPAL HOSPITAL IN THE MUNICIPALITY OF LORETO, PROVINCE OF AGUSAN DEL SUR, REPEALING FOR THE PURPOSE BATAS PAMBANSA BILANG 435 AND APPROPRIATING FUNDS THEREFOR",,2013-04-02,National,[],,,[],"[{'aliases': ['Bebs'], 'name_suffix': None, 'last_name': 'Mellana', 'id': '01K5ST4A05NW4HMXD24GV82F70', 'middle_name': 'P', 'first_name': 'Evelyn'}]"
01K6D88YW7XAMJ4RPSP327HCW0,bill,HB,HBN-06895,6895,15,,,AN ACT ESTABLISHING THE FILIPINO IDENTIFICATION SYSTEM,,2013-02-05,National,[],,,['https://docs.congress.hrep.online/legisdocs/basic_15/HB06895.pdf'],"[{'aliases': None, 'name_suffix': None, 'last_name': 'Bichara', 'id': '01K5ST429B0BR4H26F86H66YWR', 'middle_name': 'C', 'first_name': 'Al Francis'}]"
01K67YM0JJH6ZBCB5NWAJ431HX,bill,HB,HBN-06896,6896,15,CEBU TECHNOLOGICAL UNIVERSITY-DUMANJUG CAMPUS,"AN ACT TRANSFERRING THE ABELLANA COLLEGE OF ARTS AND TRADES IN MANDAUE CITY, A SATELLITE CAMPUS OF THE CEBU TECHNOLOGICAL UNIVERSITY, TO BARANGAY BITOON, MUNICIPALITY OF DUMANJUG, PROVINCE OF CEBU TO BE KNOWN AS THE CEBU TECHNOLOGICAL UNIVERSITY-DUMANJUG CAMPUS, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 9744.","AN ACT TRANSFERRING THE ABELLANA COLLEGE OF ARTS AND TRADES IN MANDAUE CITY, A SATELLITE CAMPUS OF CEBU TECHNOLOGICAL UNIVERSITY, TO BARANGAY BITOON, MUNICIPALITY OF DUMANJUG, PROVINCE OF CEBU, TO BE KNOWN AS THE CEBU TECHNOLOGICAL UNIVERSITY-DUMANJUG CAMPUS, AMENDING FOR THE PURPOSE REPUBLIC ACT 9744",,2013-02-05,Local,"['Schools, Conversion']",,https://web.senate.gov.ph/lis/bill_res.aspx?congress=15&q=HBN-6896,[],"[{'aliases': ['Pabling'], 'name_suffix': None, 'last_name': 'Garcia', 'id': '01K5ST46XGPMSC3FZ1TE9GT999', 'middle_name': 'P', 'first_name': 'Pablo'}]"
01K67YM0JJH6ZBCB5NWAJ431HY,bill,HB,HBN-06897,6897,15,CAMPUS SAFETY ACT,AN ACT MANDATING ALL HIGHER EDUCATION INSTITUTIONS TO CREATE A CRIME PREVENTION COMMITTEE THAT SHALL ENSURE THE SAFETY AND SECURITY OF THEIR STUDENTS,AN ACT MANDATING ALL HIGHER EDUCATION INSTITUTIONS TO CREATE A CRIME PREVENTION COMMITTEE THAT SHALL ENSURE THE SAFETY AND SECURITY OF THEIR STUDENTS,,2013-02-05,National,"['Higher Education Institutions', 'Campus Safety']",,https://web.senate.gov.ph/lis/bill_res.aspx?congress=15&q=HBN-6897,"['https://web.senate.gov.ph/lisdata/1575212932!.pdf', 'https://docs.congress.hrep.online/legisdocs/basic_15/HB06897.pdf']","[{'aliases': ['Sonny'], 'name_suffix': None, 'last_name': 'Angara', 'id': '01K5S6MAZ4YBST5GDJV827A0HN', 'middle_name': 'Manalang', 'first_name': 'Juan Edgardo'}]"
01K6D88YW8J7EKSDVX123V0PTQ,bill,HB,HBN-06898,6898,15,,,AN ACT DECLARING SURIGAO CHANNEL OFF THE COAST OF SOUTHERN LEYTE AS A MARINE PROTECTED AREA,,2013-02-05,National,[],,,[],"[{'aliases': ['Oging'], 'name_suffix': None, 'last_name': 'Mercado', 'id': '01K5ST4A4YX4NHXCEHQ5VGRKN0', 'middle_name': 'Gaviola', 'first_name': 'Roger'}]"
01K6D88YW8J7EKSDVX123V0PTR,bill,HB,HBN-06899,6899,15,,,"AN ACT DECLARING SAN JUAN BAY, SOUTHERN LEYTE AS A MARINE PROTECTED AREA",,2013-02-05,National,[],,,[],"[{'aliases': ['Oging'], 'name_suffix': None, 'last_name': 'Mercado', 'id': '01K5ST4A4YX4NHXCEHQ5VGRKN0', 'middle_name': 'Gaviola', 'first_name': 'Roger'}]"
01K6D88YW8J7EKSDVX123V0PTS,bill,HB,HBN-06900,6900,15,,,"AN ACT DECLARING SOGOD BAY, SOUTHERN LEYTE AS A MARINE PROTECTED AREA",,2013-02-05,National,[],,,[],"[{'aliases': ['Oging'], 'name_suffix': None, 'last_name': 'Mercado', 'id': '01K5ST4A4YX4NHXCEHQ5VGRKN0', 'middle_name': 'Gaviola', 'first_name': 'Roger'}]"
